Word,Length,Freq_HAL,Log_Freq_HAL,I_Mean_RT,I_Zscore,I_SD,Obs,I_Mean_Accuracy,Difficulty
comptroller,11,222,5.4,766.0,0.07,237.45,12.0,0.39,0.5658306015094915
compulsion,10,837,6.73,799.18,-0.08,260.62,33.0,1.0,0.4957942618993164
compulsions,11,117,4.76,802.68,0.08,282.09,28.0,0.82,0.6780767960153491
compulsive,10,830,6.72,667.31,-0.16,206.17,35.0,1.0,0.28278823918070695
compulsively,12,90,4.5,799.26,0.03,300.99,31.0,0.97,0.6941373789738507
compulsivity,12,0,0.0,933.93,0.36,389.07,28.0,0.88,0.970343828619349
compulsory,10,1231,7.12,867.69,0.09,333.26,26.0,0.81,0.5724886279891235
compunction,11,98,4.58,721.93,0.12,194.82,14.0,0.54,0.5694391502121928
computation,11,3320,8.11,848.88,0.24,323.83,33.0,0.97,0.4474854514497726
computational,13,4224,8.35,885.62,0.53,283.62,29.0,0.91,0.48695077634621736
computations,12,1188,7.08,897.93,0.33,346.46,29.0,0.91,0.6254224797336789
compute,7,3170,8.06,671.94,-0.33,227.86,31.0,0.94,0.1863230921704658
computed,8,1399,7.24,747.52,-0.14,242.15,33.0,0.94,0.3600670885110925
computer,8,253358,12.44,592.41,-0.61,205.96,34.0,1.0,0.00482833981347361
computerize,11,127,4.84,840.66,0.12,354.24,32.0,1.0,0.7242255597062336
computers,9,44782,10.71,625.91,-0.64,154.98,34.0,1.0,0.032171990546618894
computes,8,490,6.19,738.55,-0.12,199.44,29.0,0.88,0.44491880765418923
computing,9,30035,10.31,781.74,-0.19,295.18,34.0,1.0,0.16566288023176032
comrade,7,813,6.7,914.19,0.1,421.85,31.0,0.91,0.6803130797184316
comrades,8,967,6.87,729.54,-0.12,210.74,28.0,0.88,0.36469212980610405
comradeship,11,39,3.66,921.6,0.72,344.81,15.0,0.52,0.8734720845721837
con,3,43471,10.68,657.9,-0.3,199.17,29.0,0.85,0.0472414932276181
concave,7,431,6.07,724.24,-0.17,244.09,33.0,0.97,0.43170440395415616
concavity,9,30,3.4,933.19,0.47,443.95,26.0,0.81,0.8909049325303042
conceal,7,1524,7.33,715.0,-0.32,321.91,31.0,0.94,0.30240654621229446
concealed,9,2828,7.95,739.88,-0.24,374.77,33.0,0.97,0.2873878681609108
concealing,10,419,6.04,736.62,-0.27,376.88,29.0,0.88,0.45607481385479404
concealment,11,281,5.64,834.24,0.15,506.9,25.0,0.83,0.6510635053747046
conceals,8,227,5.42,784.0,-0.12,355.41,31.0,0.97,0.5934283753907144
concede,7,1911,7.56,854.16,0.2,284.34,31.0,0.94,0.5092119641178114
conceded,8,889,6.79,840.31,0.06,314.4,29.0,0.88,0.5578511346598561
concedes,8,259,5.56,836.35,0.14,284.53,31.0,0.97,0.6617112652791542
conceding,9,187,5.23,865.81,0.13,396.85,27.0,0.84,0.7283677670198978
conceit,7,185,5.22,680.93,-0.2,152.34,30.0,0.91,0.4406495387664862
conceivable,11,1218,7.1,700.75,-0.17,181.85,32.0,0.97,0.3006530964905593
conceivably,11,951,6.86,818.75,0.11,375.24,32.0,0.94,0.5162003506899443
conceive,8,1352,7.21,737.64,-0.39,319.48,33.0,1.0,0.34753881731086883
conceived,9,2149,7.67,693.26,-0.3,271.26,35.0,1.0,0.24256054484002948
conceives,9,53,3.97,798.09,-0.01,244.93,32.0,0.94,0.7329165713704862
conceiving,10,176,5.17,785.06,-0.02,266.92,32.0,0.97,0.618129145383853
concentrate,11,6190,8.73,762.13,-0.11,290.29,31.0,0.97,0.25455515742929025
concentrated,12,3317,8.11,770.97,-0.1,304.3,35.0,1.0,0.32009351731849256
concentrates,12,981,6.89,811.94,0.13,263.05,31.0,0.91,0.5024014637493329
concentrating,13,2223,7.71,889.43,0.24,397.27,30.0,0.97,0.5528703209575361
concentration,13,7511,8.92,797.7,0.03,306.27,30.0,0.88,0.29137760158572845
concentrations,14,1831,7.51,850.21,0.26,386.97,33.0,0.97,0.5075601636553073
concentric,10,557,6.32,776.96,0.18,257.51,24.0,0.75,0.4976239485654748
concept,7,30857,10.34,649.1,-0.54,256.77,30.0,1.0,0.053213387207440725
conception,10,10722,9.28,717.15,-0.12,276.98,34.0,1.0,0.15839495819674215
conceptions,11,447,6.1,761.32,-0.17,310.84,31.0,0.94,0.4915504053264212
concepts,8,14617,9.59,635.1,-0.49,150.14,31.0,0.91,0.07107824451729308
conceptual,10,2150,7.67,745.61,-0.21,175.76,31.0,0.94,0.31940738481868314
conceptualization,17,108,4.68,1048.61,0.9,406.18,28.0,0.93,0.9149195700236334
conceptualize,13,182,5.2,990.75,0.62,352.78,32.0,0.94,0.8607151025386902
conceptually,12,524,6.26,869.69,0.25,326.85,32.0,0.94,0.6514955147264364
concern,7,19989,9.9,594.32,-0.58,205.12,34.0,1.0,0.03819470915605702
concerned,9,33354,10.41,707.18,-0.32,361.33,34.0,1.0,0.08973088358618586
concerning,10,20698,9.94,754.91,-0.22,320.96,32.0,0.97,0.1589794414373205
concerns,8,13502,9.51,755.13,-0.25,294.38,32.0,0.91,0.18749205865162258
concert,7,12029,9.4,626.58,-0.57,179.27,33.0,1.0,0.07280628192422048
concerted,9,571,6.35,849.43,0.14,270.41,28.0,0.85,0.6146730705699982
concertmaster,13,28,3.33,1099.04,1.1,340.06,27.0,0.9,0.9646260577876039
concerto,8,1555,7.35,932.36,0.48,363.46,22.0,0.67,0.6532743767629794
concertos,9,377,5.93,1079.08,0.88,429.0,13.0,0.39,0.8925059083631928
concerts,8,3754,8.23,664.13,-0.46,201.53,32.0,0.97,0.16589159106503013
concession,10,801,6.69,736.12,-0.24,222.75,33.0,0.97,0.39264567609463547
concessionaire,14,8,2.08,1223.85,1.54,314.25,13.0,0.52,0.9934182104647913
concessionaires,15,7,1.95,1241.08,1.44,361.33,13.0,0.54,0.9946888262051791
concessions,11,1182,7.07,796.81,-0.04,453.29,31.0,0.94,0.45935300246499455
conch,5,1475,7.3,774.31,0.22,197.42,13.0,0.38,0.399354527203883
concierge,9,82,4.41,717.2,-0.11,161.26,15.0,0.48,0.5777489771543289
conciliation,12,110,4.7,860.1,0.41,315.16,21.0,0.68,0.7580239384005489
conciliator,11,20,3.0,1202.41,0.88,687.72,22.0,0.69,0.9870651317628523
concise,7,2776,7.93,644.14,-0.36,186.66,29.0,0.91,0.16220680541790553
conciseness,11,64,4.16,1065.56,0.51,535.19,16.0,0.62,0.9359609666844553
conclave,8,45,3.81,899.68,0.31,534.36,22.0,0.67,0.8504993519859724
conclude,8,5858,8.68,619.73,-0.44,190.53,33.0,0.97,0.09870143071332367
concluded,9,5010,8.52,646.81,-0.31,199.69,32.0,0.97,0.12995857792686336
concludes,9,1539,7.34,683.97,-0.45,181.77,33.0,0.97,0.2554445884475617
concluding,10,881,6.78,759.53,-0.16,333.38,34.0,1.0,0.42253055830855635
conclusion,10,16476,9.71,645.78,-0.55,155.97,32.0,0.97,0.07407689766460827
conclusions,11,7718,8.95,620.79,-0.51,108.04,34.0,1.0,0.08703717821656375
conclusive,10,1282,7.16,794.44,-0.1,340.87,34.0,1.0,0.4464181342278468
conclusively,12,682,6.53,896.9,0.22,433.68,31.0,0.94,0.6692587227770578
concoct,7,127,4.84,1008.18,0.91,414.05,11.0,0.33,0.887169322253564
concocted,9,352,5.86,886.05,0.7,255.07,19.0,0.66,0.7072501334146527
concoction,10,316,5.76,1010.21,0.67,365.74,24.0,0.73,0.8505755889303956
concomitance,12,2,0.69,978.29,0.84,162.21,7.0,0.28,0.9719448044522375
concomitant,11,239,5.48,1101.0,1.16,511.29,8.0,0.28,0.9181215216894106
concord,7,2406,7.79,740.72,-0.29,305.26,32.0,0.94,0.30184747528652384
concordance,11,546,6.3,771.26,-0.1,212.23,31.0,0.91,0.489593657086224
concordant,10,1778,7.48,786.36,0.44,223.02,22.0,0.65,0.4023531803511982
concorde,8,531,6.27,785.96,0.08,291.03,28.0,0.85,0.5168864831897537
concourse,9,272,5.61,766.57,-0.06,196.76,30.0,0.91,0.5472033747554065
concrete,8,7961,8.98,725.36,-0.33,259.58,33.0,0.97,0.18784783105893116
concretely,10,126,4.84,1162.0,0.75,489.2,25.0,0.83,0.9589082869558588
concretion,10,5,1.61,905.42,0.49,312.56,24.0,0.86,0.929328352519631
concubine,9,135,4.91,839.37,0.23,400.19,27.0,0.82,0.7171609361896775
concur,6,1268,7.15,682.73,-0.34,233.22,26.0,0.74,0.2687860537216335
concurred,9,181,5.2,797.82,0.0,246.72,33.0,0.97,0.634570913064471
concurrence,11,253,5.53,870.33,0.16,433.71,30.0,0.94,0.7115194023023558
concurrent,10,2883,7.97,825.84,0.11,361.83,31.0,0.94,0.4205992223831669
concurrently,12,1190,7.08,891.13,0.55,220.5,30.0,0.91,0.6153337907549998
concurs,7,129,4.86,838.32,0.27,441.62,25.0,0.74,0.7196005184112221
concussion,10,532,6.28,783.26,0.03,289.79,31.0,0.91,0.5118548448578181
condemn,7,2865,7.96,848.63,0.14,463.01,30.0,0.91,0.46153846153846156
condemnation,12,1222,7.11,871.7,0.32,335.73,27.0,0.96,0.5804172702091434
condemnatory,12,38,3.64,1035.17,0.79,401.61,24.0,0.89,0.9357322558511855
condemned,9,2891,7.97,853.03,0.21,328.89,32.0,1.0,0.4678153032959772
condemning,10,1222,7.11,781.19,0.17,247.51,31.0,0.97,0.42850245228837897
condemns,8,533,6.28,777.63,0.09,258.8,27.0,0.9,0.5027826484714493
condensation,12,457,6.12,811.3,0.12,289.08,33.0,1.0,0.5731239358593174
condense,8,277,5.62,788.12,0.02,286.2,34.0,0.97,0.5817895352087622
condensed,9,1508,7.32,719.03,-0.21,210.32,31.0,0.94,0.30921704658077304
condenser,9,306,5.72,956.33,0.31,504.36,27.0,0.84,0.8002337932962313
condensing,10,264,5.58,830.03,0.05,378.81,33.0,0.97,0.6499453635231633
condescend,10,66,4.19,949.48,0.47,388.87,27.0,0.9,0.8717440471652563
condescending,13,964,6.87,883.55,0.34,294.49,29.0,0.94,0.6213056847348225
condescension,13,236,5.46,988.42,1.02,413.3,24.0,0.8,0.8460776092094229
condiment,9,101,4.62,809.9,-0.11,318.08,29.0,0.88,0.6993723158242484
condiments,10,186,5.23,889.06,0.1,410.01,32.0,0.97,0.7567533226601612
condition,9,70143,11.16,588.82,-0.59,160.87,34.0,1.0,0.014510431755228584
conditional,11,3333,8.11,669.06,-0.39,278.37,32.0,1.0,0.17944906101496785
conditioned,11,1523,7.33,723.6,-0.21,172.55,30.0,0.97,0.3152397651902112
conditioner,11,772,6.65,729.69,-0.12,184.0,32.0,0.94,0.3853777540596173
conditioners,12,228,5.43,750.44,0.03,257.62,34.0,1.0,0.5374958704988437
conditioning,12,2765,7.92,713.53,-0.26,184.04,32.0,1.0,0.25076872252293464
conditions,10,34777,10.46,715.06,-0.42,286.17,34.0,1.0,0.09344108154811821
condolence,10,64,4.16,834.5,0.28,258.3,28.0,0.85,0.7640212446951793
condolences,11,386,5.96,874.33,0.27,453.93,27.0,0.87,0.6828034865695917
condom,6,2871,7.96,710.66,-0.41,275.64,35.0,1.0,0.2439836344692638
condominium,11,258,5.55,953.63,0.55,307.19,32.0,0.91,0.8077304261645193
condonation,11,2,0.69,1059.1,0.75,524.43,20.0,0.67,0.9857182790780412
condone,7,1326,7.19,843.34,0.33,300.2,29.0,0.85,0.5261365657797769
condoned,8,383,5.95,843.96,0.3,317.73,27.0,0.82,0.6400853853777541
condor,6,632,6.45,821.96,0.04,349.38,26.0,0.79,0.5595283474371681
conducive,9,792,6.67,840.44,0.13,448.1,25.0,0.81,0.5696678610454626
conduct,7,11248,9.33,630.94,-0.66,274.03,31.0,0.91,0.07872735127442759
conductance,11,95,4.55,1006.75,1.02,251.07,20.0,0.67,0.8964702294732028
conducted,9,9865,9.2,762.06,-0.3,321.44,33.0,0.97,0.2184950827170847
conducting,10,5104,8.54,645.88,-0.42,179.77,34.0,0.97,0.12782394348301188
conduction,10,431,6.07,762.45,0.13,245.43,31.0,0.94,0.4969378160656654
conductive,10,473,6.16,799.0,-0.04,358.76,34.0,1.0,0.5491601229956037
conductivity,12,376,5.93,910.88,0.43,374.96,32.0,0.97,0.7348224949810678
conductor,9,2080,7.64,628.53,-0.46,207.38,32.0,0.94,0.16309623643617696
conductors,10,816,6.7,694.76,-0.28,165.4,33.0,1.0,0.3259637620390841
conducts,8,1252,7.13,674.38,-0.48,282.3,29.0,0.88,0.2585067723818963
conduit,7,1365,7.22,757.64,0.21,231.79,14.0,0.41,0.3782623059134457
cone,4,3540,8.17,670.09,-0.46,379.01,32.0,0.97,0.17679347411755736
cones,5,1150,7.05,626.48,-0.49,182.44,31.0,0.94,0.20045233920357805
conestoga,9,122,4.8,633.33,-0.27,211.4,3.0,0.09,0.4001677212777312
confabulate,11,5,1.61,1278.8,1.6,451.82,5.0,0.16,0.996670986760184
confabulated,12,5,1.61,1307.67,1.45,495.38,6.0,0.2,0.9973825315748012
confabulation,13,95,4.55,1199.63,0.98,495.23,8.0,0.24,0.9726055246372393
confabulations,14,4,1.39,1009.18,0.84,438.8,11.0,0.35,0.969708520749155
confection,10,86,4.45,776.97,-0.11,349.16,33.0,1.0,0.6663108942593581
confectionery,13,47,3.85,910.46,0.58,331.47,26.0,0.84,0.8574623262432975
confederacy,11,559,6.33,935.12,0.46,389.76,33.0,0.97,0.736575944702803
confederate,11,1405,7.25,875.74,0.27,348.57,31.0,0.97,0.5738863053035501
confederates,12,190,5.25,770.27,0.13,210.85,30.0,0.97,0.5871769459480064
confederation,13,1227,7.11,900.97,0.45,334.1,34.0,1.0,0.6272013417702218
confederations,14,113,4.73,920.66,0.45,250.56,32.0,0.94,0.8211481283830144
confer,6,690,6.54,793.79,-0.06,426.92,24.0,0.71,0.5049172829153008
conferees,9,212,5.36,973.64,0.34,439.25,11.0,0.34,0.8376915453228635
conference,10,51735,10.85,707.33,-0.26,261.31,33.0,1.0,0.07173896470229474
conferences,11,7556,8.93,786.73,0.03,263.59,33.0,0.97,0.2735127442758761
conferment,10,4,1.39,1205.67,0.81,567.01,6.0,0.19,0.9945617646311402
conferred,9,440,6.09,730.59,-0.17,269.26,29.0,0.94,0.4413102589514879
conferring,10,146,4.98,721.28,-0.03,175.42,29.0,0.88,0.5316764504078677
confers,7,281,5.64,849.57,0.36,330.89,21.0,0.64,0.6735788162943762
confess,7,2702,7.9,660.75,-0.38,189.26,32.0,1.0,0.1836293868008437
confessed,9,945,6.85,571.76,-0.8,122.05,33.0,0.97,0.14985642042133618
confesses,9,258,5.55,746.83,-0.18,231.9,30.0,0.88,0.5197580747630302
confessing,10,241,5.48,678.55,-0.29,220.31,33.0,1.0,0.4109679550710274
confession,10,1748,7.47,600.94,-0.54,215.98,34.0,0.97,0.14406241264516784
confessional,12,315,5.75,818.65,-0.05,343.38,31.0,0.94,0.6190948133465477
confessionals,13,43,3.76,777.61,0.06,169.13,31.0,0.91,0.7219892760031511
confessions,11,952,6.86,658.35,-0.38,155.72,34.0,1.0,0.2576300475210287
confessor,9,57,4.04,797.52,-0.03,285.25,31.0,0.97,0.7273004497979721
confetti,8,184,5.21,782.52,0.04,236.89,31.0,0.97,0.6108103987192194
confidant,9,176,5.17,788.96,-0.01,286.14,26.0,0.81,0.6242535132525222
confidante,10,68,4.22,909.08,0.58,241.01,25.0,0.81,0.837742369952479
confide,7,147,4.99,695.82,-0.35,249.77,28.0,0.88,0.4874590226423725
confided,8,220,5.39,776.33,-0.18,353.34,30.0,0.88,0.5838733450229981
confidence,10,14812,9.6,696.71,-0.24,300.12,31.0,0.97,0.11989530126299204
confidences,11,76,4.33,871.53,0.25,367.48,30.0,0.91,0.7941094254275622
confident,9,5460,8.61,636.56,-0.44,164.35,34.0,1.0,0.11590556783817438
confidential,12,9062,9.11,715.12,-0.16,264.98,33.0,0.94,0.16744174226830322
confidentiality,15,1548,7.34,900.45,0.26,378.17,33.0,1.0,0.6062361820538232
confidentially,14,224,5.41,741.53,-0.15,263.6,34.0,0.97,0.5246880638357349
confiding,9,56,4.03,793.03,-0.15,277.5,30.0,0.88,0.7221671622068054
configuration,13,27254,10.21,674.3,-0.21,162.92,33.0,1.0,0.0741785469238393
configurations,14,5059,8.53,867.32,0.18,314.17,31.0,0.91,0.4386165535818658
confine,7,754,6.63,692.19,-0.28,202.72,31.0,0.91,0.32842875657543646
confined,8,2546,7.84,689.13,-0.31,171.49,32.0,0.97,0.2237808441970979
confinement,11,810,6.7,732.77,-0.11,248.73,31.0,0.94,0.38591141267058016
confinements,12,7,1.95,1034.73,0.69,476.69,30.0,0.91,0.9680821326014587
confines,8,851,6.75,800.86,-0.03,323.42,28.0,0.88,0.4966328682879724
confining,9,344,5.84,772.21,0.06,243.42,28.0,0.88,0.5353358237401845
confirm,7,10621,9.27,645.3,-0.5,161.15,33.0,0.97,0.09178928108561409
confirmation,12,5450,8.6,731.06,-0.12,246.76,33.0,0.97,0.22233234225305584
confirmed,9,9773,9.19,774.5,-0.3,292.48,34.0,1.0,0.23572463215674316
confirming,10,1319,7.18,799.88,-0.01,281.77,32.0,1.0,0.45404182867017356
confirms,8,1510,7.32,659.5,-0.47,212.41,30.0,0.91,0.22345048410459709
confiscate,10,582,6.37,974.19,0.69,380.34,21.0,0.7,0.7806154862646438
confiscated,11,1409,7.25,944.15,0.49,437.66,27.0,0.84,0.6787375162003507
confiscating,12,127,4.84,954.07,0.65,430.94,29.0,0.91,0.8466620924500012
confiscation,12,558,6.32,1016.73,0.89,403.57,22.0,0.71,0.8269929607887982
conflagration,13,109,4.69,883.09,0.42,309.85,11.0,0.39,0.7848593428375391
conflict,8,16956,9.74,597.47,-0.63,131.64,34.0,1.0,0.04345505832126249
conflicting,11,2469,7.81,790.63,-0.11,286.68,32.0,0.97,0.377499936469213
conflicts,9,5995,8.7,702.48,-0.26,264.85,33.0,1.0,0.17941094254275622
confluence,10,158,5.06,795.68,0.17,258.34,19.0,0.66,0.6432365124139158
confluent,9,19,2.94,840.61,0.39,348.64,23.0,0.7,0.8411222078219105
conform,7,3356,8.12,648.0,-0.4,182.35,32.0,0.91,0.15516759421615714
conformance,11,661,6.49,1000.56,0.71,352.59,25.0,0.78,0.800996162740464
conformation,12,1113,7.01,842.21,0.22,324.88,33.0,0.94,0.5413077177200071
conformations,13,37,3.61,834.54,0.15,333.48,28.0,0.97,0.7978704480191101
conformed,9,260,5.56,763.39,-0.26,325.91,31.0,0.97,0.5465680668852125
conformist,10,173,5.15,814.26,0.08,287.75,27.0,0.87,0.6633630657416584
conformists,11,37,3.61,899.16,0.2,449.66,32.0,0.97,0.8594698991131102
conformity,10,1083,6.99,772.42,-0.06,338.1,31.0,0.97,0.42436024497471475
conforms,8,694,6.54,713.94,-0.2,311.05,31.0,0.94,0.3701303651749638
confound,8,221,5.4,662.76,-0.28,140.01,29.0,0.88,0.3921120174836726
confounded,10,261,5.56,1006.37,0.43,560.59,30.0,0.88,0.8566999567990649
confounding,11,244,5.5,745.34,-0.06,220.11,32.0,0.94,0.5222230692993824
confront,8,2347,7.76,756.21,-0.21,314.55,34.0,1.0,0.3284541688902442
confrontation,13,2247,7.72,829.73,0.07,365.67,33.0,0.97,0.4527712129297858
confrontations,14,321,5.77,846.07,0.24,338.4,30.0,0.91,0.6583822520393383
confronted,10,2415,7.79,749.18,-0.1,319.4,33.0,0.97,0.3144773957459785
confronting,11,910,6.81,730.88,-0.21,234.83,34.0,1.0,0.37251912276689286
confronts,9,404,6.0,800.75,-0.06,252.0,32.0,0.94,0.567228278823918
confucian,9,130,4.87,1002.64,0.7,453.38,14.0,0.44,0.8825442809585525
confucianism,12,154,5.04,896.17,0.64,335.49,18.0,0.6,0.7775660084877132
confucius,9,373,5.92,859.92,0.39,355.87,26.0,0.84,0.666005946481665
confuse,7,5129,8.54,703.8,-0.36,269.36,35.0,1.0,0.19158344133567126
confused,8,18084,9.8,653.0,-0.52,220.57,32.0,1.0,0.07570328581230465
confuses,8,1019,6.93,786.97,0.13,300.85,29.0,0.91,0.4559223399659475
confusing,9,8755,9.08,671.16,-0.37,214.51,32.0,0.97,0.12312266524357704
confusion,9,11381,9.34,683.97,-0.42,228.7,33.0,1.0,0.12139462783664964
confusions,10,206,5.33,760.62,-0.14,251.1,34.0,1.0,0.5634926685471779
conga,5,147,4.99,798.04,0.17,248.73,23.0,0.68,0.6522832964854769
congeal,7,28,3.33,844.1,0.24,151.53,21.0,0.6,0.8237147721785978
congealed,9,70,4.25,906.77,0.32,391.43,22.0,0.67,0.8343879443978552
congenial,9,206,5.33,694.48,-0.16,183.9,27.0,0.79,0.4529999237630556
congeniality,12,31,3.43,807.68,0.25,325.43,28.0,0.88,0.7806408985794516
congenital,10,1225,7.11,914.06,0.29,319.75,32.0,1.0,0.6466671749129628
congest,7,20,3.0,769.68,0.18,269.4,22.0,0.71,0.7650123249726818
congested,9,273,5.61,818.84,-0.01,376.72,31.0,0.89,0.6312164875098473
congestion,10,717,6.58,811.06,0.03,408.24,32.0,0.97,0.5302787730934411
congestive,10,97,4.57,883.35,0.33,358.24,31.0,0.94,0.7920764402429418
conglomerate,12,401,5.99,898.64,0.48,303.93,25.0,0.81,0.7145688800792864
conglomeration,14,145,4.98,923.52,0.68,258.1,21.0,0.7,0.8097125867195243
congo,5,874,6.77,689.41,-0.18,249.31,32.0,1.0,0.3116058041727021
congrats,8,1094,7.0,760.68,-0.17,264.97,31.0,0.91,0.4043607532210109
congratulate,12,846,6.74,853.58,0.29,322.36,31.0,0.97,0.5853472592818479
congratulated,13,288,5.66,951.13,0.38,408.37,30.0,0.97,0.7983278696856496
congratulation,14,110,4.7,1005.48,0.51,404.3,29.0,0.94,0.8901679754008792
congratulations,15,3453,8.15,745.45,-0.27,246.63,31.0,0.94,0.27813778557088764
congratulatory,14,65,4.17,917.27,0.86,266.11,26.0,0.87,0.8480089451348123
congregate,10,273,5.61,806.66,0.07,346.19,32.0,0.94,0.6131737439963406
congregated,11,63,4.14,829.79,0.16,374.85,29.0,0.88,0.7598536250667073
congregation,12,1554,7.35,785.56,-0.03,229.33,34.0,1.0,0.41244186932987725
congregational,14,178,5.18,886.76,0.49,263.59,34.0,1.0,0.7574140428451628
congregationalism,17,2,0.69,1239.05,1.25,467.12,22.0,0.85,0.9970267591674926
congregationalist,17,14,2.64,981.92,0.91,335.51,24.0,0.86,0.9369520469619578
congregationalists,18,19,2.94,1171.38,1.21,394.4,16.0,0.67,0.9837361185230362
congregations,13,675,6.51,817.12,0.39,213.49,25.0,0.83,0.546415592996366
congress,8,42314,10.65,644.03,-0.4,245.6,33.0,1.0,0.04116794998856446
congresses,10,260,5.56,856.26,0.15,402.9,31.0,0.91,0.6894869253640314
congressional,13,8310,9.03,718.7,-0.17,184.59,33.0,1.0,0.17651393865467205
congressman,11,2784,7.93,736.47,-0.03,268.02,34.0,1.0,0.2835760209397474
congressmen,11,1354,7.21,824.73,0.33,253.31,30.0,0.88,0.4926939594927702
congresswoman,13,136,4.91,915.91,0.29,415.11,33.0,1.0,0.8060278010723997
congresswomen,13,17,2.83,869.73,0.07,404.89,30.0,0.97,0.8698635358694824
congruence,10,88,4.48,893.41,0.36,317.76,27.0,0.84,0.8082386724606745
congruent,9,251,5.53,817.0,0.19,385.69,33.0,0.97,0.6353841071383193
congruity,9,8,2.08,818.52,0.12,339.24,25.0,0.78,0.8635866941119666
congruous,9,5,1.61,853.5,0.43,247.74,14.0,0.47,0.9042718101191838
conic,5,104,4.64,843.13,0.49,319.4,16.0,0.48,0.7416329953495464
conical,7,232,5.45,693.25,0.31,146.92,4.0,0.12,0.43942974765571396
conifer,7,83,4.42,963.22,0.63,392.63,23.0,0.68,0.8724555919798734
conjecture,10,1282,7.16,789.93,0.06,219.25,27.0,0.84,0.4390231506187899
conjectured,11,123,4.81,862.86,0.23,282.2,28.0,0.8,0.75416126654977
conjectures,11,249,5.52,822.1,0.12,286.46,29.0,0.91,0.643948057228533
conjoin,7,18,2.89,768.71,0.03,322.3,17.0,0.5,0.7715178775634672
conjoined,9,55,4.01,830.53,0.07,303.4,30.0,0.86,0.7697390155269244
conjoint,8,43,3.76,990.05,0.47,417.33,19.0,0.59,0.9119717415059337
conjugal,8,175,5.16,871.23,0.28,453.02,22.0,0.67,0.7396508347945414
conjugate,9,272,5.61,698.63,-0.05,184.98,30.0,0.91,0.4325175980280044
conjugated,10,73,4.29,853.63,0.18,420.73,32.0,1.0,0.7774389469136743
conjugates,10,25,3.22,906.46,0.42,493.22,24.0,0.75,0.8808924804960484
conjugating,11,24,3.18,875.06,0.41,352.58,31.0,0.94,0.8596477853167646
conjugation,11,119,4.78,962.15,0.5,365.32,27.0,0.87,0.8565983075398338
conjunct,8,169,5.13,722.22,-0.03,196.99,27.0,0.82,0.5183603974486036
conjunction,11,4786,8.47,716.91,-0.3,269.21,33.0,1.0,0.2136667429036111
conjunctions,12,99,4.6,729.43,-0.21,226.06,35.0,1.0,0.580239384005489
conjunctive,11,38,3.64,708.78,-0.24,175.7,32.0,0.97,0.6337577189906228
conjunctivitis,14,50,3.91,1037.8,1.01,296.36,20.0,0.67,0.9300144850194404
conjuncture,11,3,1.1,814.97,0.09,258.76,32.0,1.0,0.8986811008614775
conjuration,11,27,3.3,934.87,0.4,386.86,15.0,0.5,0.8956824477141623
conjure,7,414,6.03,708.27,-0.21,183.48,26.0,0.76,0.4087062590531372
conjured,8,226,5.42,748.03,-0.19,315.95,32.0,0.91,0.5346242789255673
conjures,8,194,5.27,756.5,-0.01,275.08,28.0,0.82,0.5622982897512134
conk,4,57,4.04,697.11,-0.16,321.95,9.0,0.3,0.5793245406724099
connect,7,37477,10.53,593.24,-0.76,202.03,33.0,1.0,0.024370409900637848
connected,9,28741,10.27,606.58,-0.54,214.4,33.0,1.0,0.03420497573123936
connecticut,11,5009,8.52,839.33,-0.01,272.59,30.0,0.97,0.3918833066504028
connecting,10,8713,9.07,653.59,-0.38,188.57,34.0,1.0,0.10815481182180885
connection,10,52954,10.88,675.81,-0.36,278.32,32.0,0.94,0.05120581433762801
connections,11,17412,9.76,624.88,-0.56,253.43,33.0,0.97,0.05862621026149272
connective,10,524,6.26,709.63,-0.21,202.74,30.0,0.94,0.388528881095779
connects,8,4227,8.35,691.71,-0.33,239.55,34.0,1.0,0.19016035170643694
conned,6,306,5.72,1068.0,0.81,355.76,10.0,0.29,0.8929887423445402
connie,6,2421,7.79,665.58,-0.35,140.0,31.0,0.89,0.19653884272318364
conning,7,91,4.51,816.86,0.53,288.91,14.0,0.42,0.7173896470229473
connivance,10,42,3.74,943.75,0.11,483.11,8.0,0.24,0.8856699956799065
connive,7,8,2.08,790.91,0.64,167.29,11.0,0.34,0.8402581891184469
conniver,8,7,1.95,926.86,0.73,372.2,14.0,0.41,0.9301415465934793
connoisseur,11,214,5.37,836.68,0.23,321.68,22.0,0.67,0.6775177250895784
connoisseurs,12,183,5.21,1083.31,0.88,390.86,16.0,0.53,0.9167746690045996
connor,6,1681,7.43,775.7,-0.09,274.51,30.0,0.88,0.38822393331808597
connotation,11,1011,6.92,936.21,0.41,281.9,28.0,0.82,0.6938070188813499
connotations,12,770,6.65,893.82,0.52,310.27,28.0,0.82,0.6550786511143301
connotative,11,30,3.4,917.39,0.86,272.81,23.0,0.7,0.881349902162588
connote,7,86,4.45,781.23,0.26,291.13,13.0,0.42,0.6722827882391808
connotes,8,99,4.6,845.4,0.41,249.8,15.0,0.44,0.7467916952555208
connubial,9,3,1.1,875.33,0.53,244.17,3.0,0.09,0.9287184569642448
conquer,7,3143,8.05,747.17,-0.18,311.97,30.0,0.91,0.289446265660339
conquered,9,1842,7.52,791.27,-0.24,360.94,30.0,0.91,0.4064191507204391
conquering,10,643,6.47,757.23,-0.11,282.58,31.0,0.94,0.4497217351528551
