Word,Difficulty
engrave,0.52659583
engraving,0.51747274
engulf,0.6699314
enhance,0.11841832
enhancement,0.26577246
enlighten,0.2606835
enormous,0.34677488
enquire,0.35094583
enquiry,0.5189093
enrich,0.6431246
enroll,0.1744913
enrolment,0.81720734
ensure,0.17546943
entail,0.2831207
enterprise,0.2840336
entertain,0.38147327
entertainment,0.43172958
enthusiasm,0.54832536
enthusiastic,0.70518935
entitle,0.4366733
entrance,0.38420805
entreat,0.82423097
entrust,0.69637275
entry,0.15003285
enumerate,0.84533674
envelop,0.46116915
environment,0.42401278
envy,0.25664082
epidemic,0.47593126
episode,0.15551315
epoch,0.33233273
equal,0.07080256
equality,0.27456507
equation,0.24299975
equator,0.24004716
equilibrium,0.4075987
equip,0.35415548
equipment,0.20688598
equivalent,0.19551517
eradicate,0.77731043
erase,0.1440583
erect,0.3486151
erosion,0.507286
errand,0.6272806
erupt,0.5168708
eruption,0.70565325
escalator,0.5520255
escape,0.1272937
escort,0.22160825
essay,0.21598116
essence,0.23731703
essential,0.09285146
establish,0.24117295
establishment,0.36915964
estate,0.11213019
esteem,0.104494214
estimate,0.22458896
eternal,0.2178022
evaluate,0.2580945
evaporate,0.5171464
evaporation,0.3981126
eventful,0.75661236
eventually,0.21836524
everlasting,0.3830341
evidence,0.16938779
evident,0.18805026
evolution,0.2247604
evolve,0.22150274
exact,0.21574824
exaggerate,0.41993642
exaggeration,0.4340614
exalt,0.22761266
exalted,0.24819595
exasperate,0.7625238
exceed,0.17574963
exceedingly,0.5336379
excel,0.13464978
excellent,0.18877676
exception,0.19224757
exceptional,0.25483093
excess,0.1546714
excessive,0.30060932
exchange,0.09646109
excite,0.1271521
excitement,0.28000262
exciting,0.22744127
exclaim,0.40542373
exclude,0.11782918
exclusion,0.30548742
exclusive,0.2550323
exclusively,0.53233415
excursion,0.30800664
excuse,0.11937974
execute,0.14046834
execution,0.22529173
executive,0.29732138
exemplify,0.7287685
exempt,0.29518175
exert,0.4723469
exertion,0.60588765
exhaust,0.15812945
exhausted,0.26446941
exhaustion,0.2875428
exhaustive,0.63146365
exhibit,0.19266114
exhibition,0.26067454
exile,0.17751852
exit,0.097018026
exonerate,0.7985687
expand,0.16686271
expansion,0.28728092
expedient,0.8089424
expedite,0.5898511
expedition,0.52592
expel,0.2266785
expend,0.24958596
expenditure,0.3907942
expert,0.21235523
expertise,0.41903487
expiration,0.3544506
expire,0.08275838
explicit,0.18117714
explode,0.16204308
exploit,0.2643141
exploitation,0.7216212
exploration,0.528307
explore,0.11912351
explorer,0.22655366
explosive,0.29662147
export,0.26273766
expose,0.20326458
exposition,0.686984
exposure,0.13850486
expressive,0.44250113
expressly,0.6012789
exquisite,0.6843331
extend,0.13669528
extension,0.24054018
extensive,0.2634214
extent,0.13390052
exterior,0.3349876
external,0.19246528
extinct,0.15646891
extinction,0.4360953
extinguish,0.7902253
extra,0.15167604
extract,0.18322775
extraordinary,0.7570062
extravagant,0.78594255
extreme,0.11021503
eye,0.29772764
fabric,0.2833738
fabricate,0.50183505
face,0.054782275
facilitate,0.6218516
facility,0.14019696
faction,0.38540047
factor,0.09891815
fade,0.24826479
faint,0.1666272
fairly,0.25278598
fairy,0.10282158
faith,0.11211105
faithful,0.16200674
fake,0.17694901
fall,0.18834147
fame,0.07556707
familiar,0.18847266
familiarity,0.44838816
famine,0.33599967
fanatic,0.4143783
fancy,0.30462173
fantastic,0.28816134
fare,0.13099197
farewell,0.3275676
fascinate,0.70648026
fascination,0.49012098
fashion,0.18110152
fashionable,0.51001936
fasten,0.3846724
fatal,0.32357955
fathom,0.6039813
fatigue,0.389195
fault,0.18740389
favorable,0.22996873
feasible,0.21333997
feast,0.3324884
feat,0.17772256
feature,0.079413496
federal,0.14616027
federation,0.37845847
fee,0.12964341
feeble,0.33283094
feed,0.0939506
feedback,0.23013897
fell,0.1874061
fellowship,0.3975875
female,0.10128831
ferocious,0.83171827
ferry,0.36353865
fertile,0.30075082
fertilizer,0.55273086
fervent,0.55167854
festival,0.1560204
fetch,0.4055643
feud,0.4409421
fiber,0.37939984
fiction,0.12119252
fictional,0.22297642
fierce,0.29548344
fig,0.20998394
figurative,0.7350836
figure,0.11190011
file,0.20181079
filter,0.18629566
filth,0.37450105
filthy,0.36917907
final,0.21580105
finance,0.22556934
financial,0.27985263
financing,0.36657694
finite,0.17090191
fir,0.12800758
firm,0.10680459
fishery,0.27339408
fist,0.3691824
fit,0.13630559
fitness,0.15868095
fitting,0.31969368
fixed,0.123645686
fixture,0.28657934
flag,0.2761243
flake,0.4806876
flame,0.08566459
flap,0.19673792
flare,0.20666668
flash,0.13150048
flask,0.44940716
flatter,0.20407513
flavor,0.14720997
flaw,0.12806812
flee,0.23255958
fleece,0.6795111
fleet,0.20787518
flesh,0.09710299
flexibility,0.27439904
flexible,0.14941168
flicker,0.50494784
fling,0.3141517
float,0.17925908
flock,0.33307835
flour,0.30164325
flourish,0.3603018
fluctuate,0.7329796
fluctuation,0.6568862
fluency,0.4976815
fluent,0.21078663
flush,0.16840547
flutter,0.4805171
flux,0.2536825
foam,0.29641148
focus,0.079624146
fodder,0.5470888
foe,0.11731394
fog,0.1991292
foggy,0.55165297
fold,0.098375425
foliage,0.4410673
foolish,0.13529554
forbid,0.28209436
forecast,0.3095357
forefather,0.52923024
foremost,0.33695126
foresee,0.6730669
foretell,0.7891902
forge,0.2299117
forgery,0.36838317
forgive,0.09926845
formal,0.13843821
formality,0.39548498
format,0.09565468
formation,0.2164039
former,0.2173558
formerly,0.25921947
formidable,0.794785
formula,0.1714815
formulate,0.58096963
forsake,0.4200418
fort,0.15022708
forthcoming,0.41435757
fortitude,0.58657974
fortnight,0.7548957
fortress,0.43321937
fortunate,0.31207785
fortune,0.2542338
forum,0.19993399
forward,0.1257058
fossil,0.40747547
foster,0.20242582
foul,0.2557156
found,0.09862447
foundation,0.24880391
founder,0.40369385
fountain,0.19506198
fraction,0.2981156
fracture,0.35151973
fragile,0.23192053
fragment,0.15280327
fragrance,0.2710106
fragrant,0.31882858
frail,0.42828178
frame,0.11666381
framework,0.2040822
franchise,0.4186826
frank,0.14885172
freight,0.4558923
fret,0.47808966
friction,0.5975179
frightening,0.38447684
fringe,0.32428488
frontier,0.26423958
frost,0.1627531
frown,0.12199664
frugal,0.64718896
fruitful,0.37311703
frustrate,0.45497862
frustration,0.3419434
fuel,0.17430747
fulfil,0.5519582
full,0.14168996
fumble,0.47431865
function,0.1311047
functional,0.41476873
fund,0.101693906
fundamental,0.24450113
funeral,0.13260528
furious,0.15032879
furnace,0.377348
furnish,0.39243907
furniture,0.29711664
furrow,0.5760174
further,0.29989702
furthermore,0.24361339
fury,0.28835738
fuse,0.20011926
fuss,0.30114737
fussy,0.36948556
gale,0.25204432
gallery,0.19122232
gallop,0.615144
gamble,0.3147193
gang,0.25414318
gaol,0.118851915
gap,0.30216876
garbage,0.23202185
garment,0.07372806
gasoline,0.18960977
gauge,0.24679844
gaze,0.24661615
gear,0.17365298
gem,0.12919395
generalization,0.39009455
generalize,0.31344467
generate,0.2007261
generation,0.19400857
generator,0.12107558
generosity,0.34216666
generous,0.27392697
genius,0.1681213
gentle,0.15866584
genuine,0.24678975
geology,0.17282446
geometry,0.28273743
germ,0.2304623
gesture,0.34712288
giant,0.14499326
gigantic,0.2954703
giggle,0.16452004
ginger,0.14142476
glare,0.20394975
glassware,0.42511278
gleam,0.6000467
glide,0.20015725
glimpse,0.31939027
glisten,0.5856841
glitter,0.38736352
global,0.17388624
globe,0.22826241
gloom,0.16531782
gloomy,0.39425656
glorify,0.32270005
glorious,0.3238138
glossary,0.23006652
glow,0.16783603
glue,0.30101463
glut,0.3802195
gnaw,0.56183445
goal,0.12934716
goat,0.325934
gorge,0.22182615
gorgeous,0.56647384
gossip,0.24859737
govern,0.42398545
governor,0.29315573
gown,0.30009547
grab,0.111893535
grace,0.1543258
graceful,0.17893118
gracious,0.26388916
grade,0.18984245
gradual,0.3356868
graduate,0.15624629
grand,0.121704325
granite,0.25470126
grant,0.18527165
graph,0.110856675
grasp,0.20326442
grasshopper,0.42281282
grateful,0.27956903
gratify,0.6629338
gratis,0.5680396
gratitude,0.58904266
grave,0.14116408
gravel,0.29740345
gravity,0.14237238
graze,0.36620536
grease,0.3010542
greedy,0.20724046
greenhouse,0.52049744
grief,0.18402524
grieve,0.21973126
grim,0.47866434
grin,0.29755408
grind,0.1135448
grip,0.17915784
groan,0.27501014
groove,0.23269127
grope,0.63418484
gross,0.11875879
ground,0.1670329
grove,0.21574472
growl,0.22745022
grudge,0.38340127
grumble,0.42802024
guarantee,0.2514076
guardian,0.21199714
guess,0.088484325
guilt,0.11989918
guilty,0.19407296
gulf,0.12769106
gulp,0.21313417
gust,0.38221508
gutter,0.6111577
gymnasium,0.57789934
gymnastics,0.6399925
habit,0.30826238
haggard,0.5650712
haggle,0.49399728
hail,0.2891236
hairy,0.21205172
hallmark,0.2958453
halt,0.18826418
ham,0.10848931
hamburger,0.49631047
hamper,0.48775956
handbook,0.3468258
handful,0.49752742
handicap,0.32646322
handle,0.15432803
handsome,0.41880378
handy,0.19966002
hang,0.14743486
hanger,0.16666
haphazard,0.75968146
harbor,0.3224495
harden,0.17801319
hardware,0.113519356
hardy,0.14106368
harmful,0.35649702
harmless,0.40783596
harmonious,0.7875299
harmony,0.18529585
harness,0.46486434
harsh,0.34497687
harvest,0.29293868
haste,0.27753615
hasten,0.5941432
hasty,0.4063458
hatch,0.26878482
haughty,0.28291255
haul,0.3870528
haunt,0.27511105
hawk,0.26483938
hay,0.1169627
hazard,0.11418722
heading,0.15180103
headlong,0.66396254
heal,0.087861724
heap,0.1038268
hearing,0.22100209
heave,0.076293655
heaven,0.18589692
hedge,0.23455153
hedgehog,0.50512916
heed,0.525216
heel,0.21075894
heighten,0.60408306
heir,0.3427871
heiress,0.58948904
helicopter,0.2946777
hell,0.1804726
helmet,0.16190079
helpful,0.1561148
helpless,0.17734309
hemisphere,0.37093607
hence,0.25733262
henceforth,0.6254239
herald,0.26449317
herb,0.13207898
herd,0.20094314
hesitant,0.47623342
hesitate,0.31243333
hide,0.1317927
hideous,0.38041368
hijack,0.6051859
hike,0.1406051
hinder,0.31630313
hindrance,0.7349269
hinge,0.28126568
hint,0.101891704
hinterland,0.7792764
hiss,0.1172982
historian,0.17264718
historic,0.17314795
hitchhike,0.8785469
hitherto,0.72824526
hoarse,0.49545944
hobby,0.17591769
hoe,0.29487664
hoist,0.39270818
hold,0.09858352
hollow,0.1857199
homely,0.29366794
homesick,0.37216735
hook,0.14394237
hop,0.047131628
horizon,0.15439948
horizontal,0.17484713
horn,0.1537727
horrible,0.15250565
horror,0.08232491
hose,0.15317976
hospitable,0.54418063
hospitality,0.48802102
host,0.08070967
hostage,0.27993324
hostile,0.19525984
hound,0.067232564
house,0.14077994
hover,0.28513986
howl,0.21699728
hug,0.10727297
hull,0.18790604
hum,0.1335283
humane,0.26203865
humanitarian,0.68103737
humanity,0.15086968
humble,0.3047599
humid,0.29726747
humidity,0.5079063
humiliate,0.3557782
humorous,0.70857114
hunger,0.2335208
hurl,0.34973845
husband,0.17026234
hush,0.21331513
hustle,0.3067896
hydrogen,0.4504442
hygiene,0.5684519
hymn,0.2795618
hypocrisy,0.296733
hypothesis,0.5832598
hypothetical,0.6212506
hysteria,0.40691274
ideal,0.083127484
identical,0.19021104
identification,0.5199927
identify,0.16460174
identity,0.14879236
idiom,0.45673218
idiomatic,0.7556101
idiot,0.1127537
idle,0.2593454
idol,0.23475125
ignite,0.31353962
ignorance,0.13162604
ignorant,0.15389721
ignore,0.113882154
illegible,0.6860327
illiterate,0.6332162
illuminate,0.7007796
illusion,0.12559667
illusive,0.5924068
illustrate,0.3375353
illustration,0.3300734
image,0.12672621
imaginary,0.23682645
imitate,0.6466335
imitation,0.64420027
immediate,0.17250548
immediately,0.24091111
immense,0.28673542
immerse,0.3858599
immigrant,0.33363232
immigrate,0.34736073
immigration,0.25061637
imminent,0.4281918
immoral,0.21884765
immortal,0.2260403
impact,0.23841818
impart,0.5046263
impartial,0.29908627
imperative,0.67566866
implement,0.18294682
implication,0.34405485
implore,0.2225705
imply,0.15762447
import,0.106489345
impose,0.19880837
impractical,0.6913202
impressive,0.4006195
imprisonment,0.43651697
impulse,0.27014408
inability,0.50327855
inaccessible,0.74751353
inadequate,0.5208628
inaugurate,0.81874907
incense,0.31380633
incentive,0.44544563
incident,0.17255928
incidentally,0.62933916
inclination,0.52137405
incline,0.24247968
inclined,0.30596533
inclusive,0.31089598
income,0.13273564
incompatible,0.7100774
inconsistency,0.73491377
inconvenient,0.5306615
incorporate,0.47890538
incredible,0.51129645
incredulous,0.75416774
increment,0.62651885
incur,0.52012044
indebted,0.6137109
indefinite,0.8075043
indefinitely,0.88038284
indent,0.60909003
independent,0.23260997
index,0.17692481
indicate,0.19599627
indicative,0.6669093
indifference,0.7429998
indifferent,0.451267
indigestion,0.6922676
indignant,0.71901894
indignation,0.7136715
indispensable,0.6569539
individual,0.12311906
induce,0.30459037
inducement,0.7578108
indulge,0.2670878
industrial,0.26919666
industrialization,0.8357831
industrialized,0.722528
industrious,0.71325916
inertia,0.5595493
inevitable,0.6469824
inevitably,0.6522971
infant,0.20526111
infantry,0.5779861
infect,0.10579617
infection,0.26361313
infectious,0.6780509
infer,0.5300711
inference,0.34928536
inferior,0.39455423
inferiority,0.6694785
infinite,0.30679926
infinity,0.35552883
inflation,0.43385127
inflict,0.47275287
influence,0.2082515
influential,0.4905695
influenza,0.4869524
inform,0.11694303
informal,0.3132293
informative,0.30396378
infringe,0.54784113
ingenious,0.7208926
ingenuity,0.8639692
inhabit,0.29282504
inhabitant,0.6446172
inherent,0.10503833
inherit,0.34611118
initial,0.2964839
initially,0.2504581
initiate,0.6138265
initiative,0.48784217
inject,0.29885012
injure,0.16408806
injury,0.17060801
injustice,0.26948863
inland,0.45875758
innocent,0.28966483
innovate,0.40146908
innovation,0.42912322
innumerable,0.8286059
inquire,0.2121272
inquiry,0.2771807
insane,0.1560299
insert,0.21013772
insider,0.3012906
insight,0.17850171
insignificant,0.57423025
insist,0.23216145
insolvent,0.571349
inspect,0.26728252
inspection,0.41994333
inspector,0.3791631
inspiration,0.42123032
inspire,0.24252567
install,0.13062792
installation,0.28946036
installment,0.47002238
instance,0.23919629
instinct,0.28261065
instinctive,0.5925375
institute,0.49295968
institution,0.5500976
instruct,0.4885207
instruction,0.4010983
instructive,0.54733795
instrument,0.29722765
instrumental,0.60377073
insufficient,0.6735444
insulate,0.66535616
insulation,0.74392533
insult,0.13471308
insurance,0.37975952
insure,0.1720813
intangible,0.50522065
integral,0.4218156
integrate,0.3284298
integrity,0.47928977
intellect,0.39929515
intellectual,0.3222595
intelligence,0.24833025
intelligent,0.27160886
intense,0.17871967
intensive,0.357254
intent,0.24992834
intention,0.38962942
interact,0.27602974
interaction,0.37632033
interest,0.16031237
interfere,0.40407336
interference,0.38064027
interior,0.26025635
intermediate,0.7520581
internal,0.17257853
interpret,0.4479423
interpretation,0.5948042
interrupt,0.2177666
interval,0.253251
intervene,0.6545917
intimate,0.5173757
intrude,0.50556344
inundate,0.8932889
invade,0.14999633
invader,0.46020028
invalid,0.5494507
invalidate,0.8356879
invaluable,0.6730554
invariably,0.67865896
invasion,0.18577258
inverse,0.4097212
invest,0.14411119
investigate,0.45809603
investigation,0.46958745
invisible,0.41615915
invoice,0.319406
involve,0.20558481
irony,0.31347644
irregular,0.4586244
irresistible,0.6982098
irrespective,0.77644604
irrevocable,0.7846222
irrigate,0.8058656
irrigation,0.786933
irritate,0.50720453
isolate,0.2336708
isolation,0.2879204
issue,0.106118165
item,0.10810474
ivory,0.20204952
jail,0.089804776
jam,0.06436928
jar,0.080759875
jealous,0.27966762
jealousy,0.246059
jelly,0.11519119
jeopardize,0.5888577
jerk,0.11737002
jettison,0.7111609
jewel,0.097872555
jewelry,0.11454171
jog,0.26393735
journal,0.07536744
journalism,0.2237938
journalist,0.17791222
judgement,0.09504528
juice,0.10340071
juicy,0.0999718
jumble,0.4823647
junction,0.38909793
jungle,0.3136454
junior,0.10573406
jury,0.10566383
justice,0.18463932
justifiable,0.68045896
justification,0.40450606
justify,0.19770584
juvenile,0.43730843
kangaroo,0.48055893
keen,0.37835014
kernel,0.20720786
kerosene,0.7026845
keyboard,0.13130513
kidnap,0.1544714
kidney,0.2751305
kindle,0.41023353
kingdom,0.26052368
kneel,0.19683905
knit,0.3630914
knob,0.24564524
knot,0.1925789
label,0.1434505
laborer,0.5934217
lace,0.14634725
lag,0.25088975
lamb,0.16966917
lame,0.11452341
landing,0.34157827
landscape,0.28425455
lane,0.28295857
lap,0.110396035
lapse,0.38419682
largely,0.21141702
lark,0.18193623
laser,0.19621289
lasting,0.24923825
latent,0.17406411
lateral,0.18130717
latitude,0.36827767
launch,0.15328516
laundry,0.19621135
lawn,0.12179081
lay,0.07217419
layer,0.15758665
layout,0.24802986
leadership,0.24770722
leading,0.26456228
leaflet,0.61699855
league,0.18135807
leak,0.11479328
lean,0.12308972
leap,0.12037077
lease,0.08796645
lecture,0.11826038
legal,0.121114746
legend,0.10922289
legendary,0.1340933
legislation,0.272269
legitimate,0.25409704
leisure,0.3817049
lengthen,0.49115142
leopard,0.45764115
lever,0.20212798
levy,0.076182485
liability,0.33338442
liable,0.17141804
liberal,0.11991017
liberate,0.33438084
liberty,0.17002437
license,0.12534958
lick,0.12528181
lift,0.13234879
light,0.06964209
likelihood,0.3718774
likewise,0.1359932
limb,0.11080115
limestone,0.27547184
limousine,0.56361014
limp,0.29815358
line,0.18781315
linear,0.24037372
linen,0.34805134
liner,0.30311415
linger,0.17654705
linguistics,0.51017326
link,0.17180192
liquid,0.19195849
liquor,0.1245608
list,0.08585243
literacy,0.11380536
literal,0.1835703
literally,0.26171798
literary,0.115790814
literate,0.2919873
literature,0.26121837
litter,0.2587899
livelihood,0.5978048
lively,0.25795516
liver,0.19715466
livestock,0.37827787
load,0.11127824
loaf,0.33515668
loan,0.13030586
lobby,0.23758093
lobster,0.46078816
locality,0.31005338
locate,0.077031754
location,0.09917801
lock,0.106269725
locomotive,0.6136225
locust,0.3746975
lodge,0.17868742
lodging,0.35139322
lofty,0.48638132
log,0.10183344
logic,0.10608244
logical,0.10767804
longevity,0.2847563
longitude,0.35496637
loom,0.19288981
loop,0.15940602
loose,0.20580854
loosen,0.17600884
lose,0.08005076
lottery,0.117766745
lounge,0.3996046
low,0.12940297
loyal,0.17831248
lubricate,0.37872142
lumber,0.3239782
luminous,0.6140223
lump,0.2997531
lunar,0.15407307
luxurious,0.42272708
luxury,0.18741877
mackintosh,0.8344921
magic,0.10950139
magician,0.25090572
magistrate,0.75880635
magnetic,0.2284551
magnetism,0.7306278
magnificent,0.40269852
magnify,0.49290556
magnitude,0.39491948
maintain,0.09066818
maintenance,0.22759017
maize,0.21635501
majesty,0.29537445
major,0.11769774
majority,0.11701482
malady,0.5083842
malaise,0.47633553
malice,0.19696599
malicious,0.27273703
manifest,0.43704283
manifestation,0.5909361
manifesto,0.527925
manipulate,0.22803403
mansion,0.38022166
manual,0.0766839
manufacture,0.24190259
manuscript,0.33233777
map,0.09224025
maple,0.31325665
marble,0.23849887
march,0.19600227
margin,0.1871436
marginal,0.34012467
marine,0.38610327
mariner,0.5528902
marked,0.15323295
marsh,0.30398375
marshal,0.43195137
martyr,0.40121812
marvel,0.15530768
masculine,0.44564778
mask,0.19186725
massacre,0.28366643
massive,0.1297518
mast,0.16897339
masterpiece,0.2609527
match,0.06729585
mate,0.07030054
material,0.1452386
materialism,0.5482077
mathematics,0.19590679
mattress,0.2029011
mature,0.19270667
maturity,0.5338765
maximum,0.21214215
meadow,0.26671416
measure,0.063750215
mechanical,0.095889844
mechanics,0.23159234
mechanism,0.27197263
medal,0.39152375
medieval,0.19607216
meditate,0.47888952
meditation,0.41164076
medium,0.22235844
meek,0.37161246
melancholy,0.6204701
melody,0.32764047
melon,0.31130797
melt,0.25584745
memo,0.19038296
memorial,0.27157283
memorize,0.38529566
memory,0.13777426
menace,0.39786696
mend,0.233153
mental,0.19426993
mentality,0.50912595
mention,0.042521242
menu,0.17604282
mercantile,0.68299323
merchandise,0.4223014
merchant,0.1966698
mercy,0.15326728
mere,0.15916829
merge,0.20688681
merit,0.3120476
mermaid,0.303006
mesh,0.1454901
mess,0.06952499
metallic,0.30038565
method,0.1952222
methodology,0.5840133
meticulous,0.6257082
metric,0.5193322
metropolitan,0.5890383
microscope,0.58044785
microwave,0.25313696
mighty,0.15603025
migrant,0.36726272
migrate,0.39424264
migration,0.41147873
milestone,0.30578774
military,0.34102377
milk,0.25598007
miller,0.28032863
millionaire,0.59565765
mince,0.5285927
mingle,0.5804225
miniature,0.5578268
minimize,0.24648736
minimum,0.29255658
minister,0.30155677
ministry,0.4302936
minor,0.1490327
minority,0.16781358
minus,0.34391972
minute,0.21114606
miracle,0.26344734
miraculous,0.5441892
miscarriage,0.6696244
mischief,0.4136787
miserable,0.41909865
misery,0.44919467
misfortune,0.38121024
misgiving,0.7310557
mishap,0.59600306
mislead,0.23198746
missile,0.2171864
mission,0.08314824
mist,0.25649288
moan,0.20884968
mobile,0.18000032
mobilize,0.4257645
mock,0.15870532
mode,0.07050861
moderate,0.14190504
modest,0.1509153
modification,0.2526028
modify,0.1427564
modulate,0.7244525
module,0.11410355
moist,0.20334631
moisture,0.4245447
molecular,0.30431846
molecule,0.2848826
momentary,0.40686172
momentous,0.61965346
monarch,0.15640968
monastery,0.5963537
monetary,0.5184794
monitor,0.15217197
monopolize,0.7878104
monopoly,0.38375458
monotonous,0.83835685
monotony,0.73914856
monster,0.25871772
monstrous,0.37613216
monument,0.25870007
monumental,0.58089256
moor,0.48127842
morale,0.43392444
morality,0.49773803
moreover,0.2598224
mortal,0.11400224
motel,0.12430735
motion,0.23274386
motionless,0.49946126
motivate,0.31404725
motivation,0.37329742
motive,0.34256122
motto,0.3854924
mould,0.43112928
mount,0.1407423
mourn,0.32354102
mournful,0.7226566
mourning,0.55313665
moustache,0.8495186
mouth,0.16206422
movement,0.06295234
muffle,0.4793017
muffler,0.4822304
multiple,0.3164723
multiply,0.5252428
multitude,0.5982298
municipal,0.42095992
murmur,0.73420537
muscular,0.26069513
muse,0.19822787
mushroom,0.2639546
mute,0.18228313
mutton,0.44438535
mutual,0.21515082
myriad,0.39896312
mysterious,0.3906488
myth,0.17783935
mythology,0.2687877
naked,0.23317277
namely,0.3157174
nap,0.24505952
narrator,0.3073374
nasty,0.14403674
native,0.13313955
nausea,0.3040434
naval,0.09752818
navigable,0.665775
navigation,0.3592057
neat,0.22148463
necessitate,0.85695225
needle,0.14089815
needy,0.4294214
negate,0.27863336
negation,0.18386358
negative,0.20970114
neglect,0.26837707
negligence,0.57488304
negligent,0.8128622
negligible,0.7638961
negotiable,0.35203168
negotiation,0.54637533
nervous,0.1755781
network,0.17065409
neutral,0.33904758
neutron,0.49657732
nevertheless,0.5370337
nickel,0.3721803
nightmare,0.16913305
nitrogen,0.35126263
nobility,0.70934284
noisy,0.086966395
nominal,0.47263545
nominate,0.4531692
nomination,0.40813056
nonsense,0.3124252
norm,0.08967938
normally,0.18962076
notable,0.34428057
notably,0.40679842
note,0.052487537
notify,0.14882082
notion,0.18629737
notorious,0.4510406
notwithstanding,0.76306695
nought,0.56713694
nourish,0.6338182
nourishment,0.6455264
novel,0.10623589
novelty,0.31927672
nowadays,0.35455683
nowhere,0.19959734
nuclear,0.28316453
nucleus,0.3843738
nuisance,0.6214498
nullify,0.69453585
numerical,0.542247
numerous,0.35693014
nursery,0.38496026
nylon,0.22450615
oak,0.07436114
oar,0.17030169
oath,0.17588454
obedient,0.30567247
object,0.1886903
objection,0.17980763
objective,0.22476509
obligation,0.43260807
oblige,0.46552315
obliterate,0.7837692
oblong,0.39746222
obscure,0.39504653
observance,0.48131797
observe,0.113756575
obstacle,0.089122266
obstinate,0.80554396
obstruction,0.635189
obtain,0.19212231
obtainable,0.5860172
obvious,0.1446312
occasion,0.12433957
occasional,0.30542088
occasionally,0.50355995
occupation,0.32405496
occupy,0.082848325
occur,0.09068848
occurrence,0.29983833
odd,0.07830434
odour,0.32709238
offence,0.4106376
offend,0.20176119
offensive,0.32069132
offer,0.12081776
offset,0.25105518
offspring,0.41376537
omen,0.14702448
ominous,0.4573674
omission,0.29457054
omit,0.25590858
onset,0.43172142
opaque,0.38795093
opera,0.23107845
operative,0.6090682
opinion,0.123504624
opponent,0.14981389
opportune,0.7527243
opportunity,0.40178165
oppose,0.2242783
opposite,0.1044526
opposition,0.2771209
optical,0.29945213
optimal,0.18283057
optimism,0.39960122
optimistic,0.32301152
optimum,0.36097062
option,0.14980297
optional,0.28676638
oral,0.17469582
orbit,0.19698174
orchard,0.17194203
orchestra,0.4120074
orderly,0.27319705
ore,0.15939757
organ,0.06598708
organic,0.21911708
organism,0.20865
orient,0.09100947
oriental,0.15538971
orientation,0.45494762
origin,0.11067952
original,0.1562201
originality,0.46113378
originate,0.5436094
ornament,0.42938545
ornamental,0.74912405
ounce,0.16049458
outbreak,0.26133472
outcome,0.14564222
outdoors,0.17184475
outermost,0.6609181
outlandish,0.7087665
outlaw,0.23527567
outlet,0.40410239
outline,0.30866015
outlook,0.103843525
output,0.24753214
outrage,0.30588093
outrageous,0.49048546
outright,0.20987462
outset,0.39835083
outstanding,0.42264113
oval,0.17034277
overall,0.299087
overcast,0.32768935
overcharge,0.5958055
overcome,0.3230383
overestimate,0.89228153
overflow,0.25892687
overhear,0.3967451
overlap,0.25332263
overlapping,0.34889168
overload,0.25282007
overlook,0.20439035
overseas,0.3106665
oversight,0.21491201
overtake,0.45796594
overthrow,0.2746968
overtime,0.2487495
overwhelm,0.35603228
overwhelming,0.3477221
owe,0.14066915
owl,0.13526443
own,0.07200845
ownership,0.32478333
oxide,0.23716131
oxygen,0.16162334
oyster,0.4727373
pace,0.1341348
pack,0.08752451
packaging,0.2716244
pad,0.1347474
painting,0.11792578
pair,0.09646007
pale,0.27171698
palm,0.1405141
pamphlet,0.26928276
pan,0.11734769
pane,0.2528333
panel,0.1906253
panic,0.14027454
panorama,0.77443695
panoramic,0.824301
pant,0.13568991
pantry,0.5306857
pants,0.17922375
par,0.17194143
parachute,0.29487693
parade,0.17766337
paradise,0.20632532
paragraph,0.22841665
parallel,0.15448691
paralyse,0.11903554
parameter,0.32789782
parasite,0.38878763
parliament,0.47697374
partial,0.1795152
participant,0.14486712
participate,0.21736524
particle,0.20123994
partition,0.3588032
partner,0.25807315
passion,0.0860007
passionate,0.35688156
passive,0.12699552
passport,0.3446826
pastime,0.3745923
pasture,0.45225745
patch,0.12364281
patent,0.16992457
path,0.18656994
pathetic,0.33270928
patriot,0.15284808
patriotic,0.41546834
patriotism,0.5398197
patrol,0.17410764
patron,0.34945855
patronage,0.6934261
pave,0.2946294
pavement,0.15501137
pawn,0.1438015
peach,0.1558553
peak,0.20746706
pebble,0.38462082
peck,0.36703488
peculiar,0.49476928
peculiarity,0.8537622
pedal,0.14810319
pedestrian,0.40745395
peel,0.25113344
peer,0.2832417
penalty,0.11699595
pending,0.29963037
penetrate,0.38028315
penetration,0.46483302
pension,0.2360605
perceive,0.3557709
percent,0.07607848
perception,0.31663263
perch,0.4209754
perfect,0.10569451
perfection,0.26954055
perform,0.07446461
performance,0.21986343
performer,0.27515888
perfume,0.23480743
peril,0.33450755
perimeter,0.5081279
period,0.076692075
periodic,0.31123948
periodical,0.51151365
peripheral,0.3689622
perish,0.30939534
permanent,0.15664545
permission,0.18099889
permissive,0.5851038
permit,0.17837554
perpendicular,0.68930805
perpetual,0.39605373
perplex,0.51159215
persecute,0.6263652
persecution,0.56165
perseverance,0.8707572
persevere,0.76843864
persist,0.39440116
